03012015,00,18.32,29.77,145.35
03012015,01,18.14,29.75,157.42
03012015,02,17.78,29.73,175.26
03012015,03,15.80,29.71,193.66
03012015,04,13.64,29.71,200.25
03012015,05,12.74,29.71,191.74
03012015,06,14.18,29.69,211.80
03012015,07,16.16,29.69,218.39
03012015,08,19.58,29.67,237.37
03012015,09,22.28,29.66,240.12
03012015,10,26.42,29.63,267.08
03012015,11,28.76,29.62,277.00
03012015,12,32.00,29.61,288.01
03012015,13,33.44,29.57,321.91
03012015,14,32.54,29.56,338.18
03012015,15,32.36,29.55,344.80
03012015,16,29.48,29.53,360.26
03012015,17,26.60,29.54,354.19
03012015,18,25.52,29.54,357.22
03012015,19,25.70,29.55,346.46
03012015,20,25.88,29.54,351.43
03012015,21,26.06,29.56,335.15
03012015,22,25.88,29.57,322.74
03012015,23,26.06,29.57,322.19
03022015,00,26.60,29.59,311.44
03022015,01,26.24,29.61,287.74
03022015,02,24.62,29.63,268.46
03022015,03,24.26,29.64,255.25
03022015,04,23.72,29.66,246.17
03022015,05,22.10,29.68,222.52
03022015,06,22.46,29.70,206.57
03022015,07,27.50,29.70,210.97
03022015,08,30.92,29.73,177.18
03022015,09,33.80,29.74,167.85
03022015,10,35.24,29.75,161.81
03022015,11,34.88,29.77,140.96
03022015,12,35.78,29.77,139.86
03022015,13,36.86,29.75,157.69
03022015,14,35.06,29.74,169.50
03022015,15,33.44,29.73,179.11
03022015,16,32.36,29.72,183.50
03022015,17,29.30,29.70,200.80
03022015,18,25.52,29.70,210.15
03022015,19,24.08,29.67,227.74
03022015,20,24.26,29.63,267.36
03022015,21,24.80,29.64,262.96
03022015,22,25.34,29.62,283.06
03022015,23,25.88,29.59,302.62
03032015,00,26.60,29.56,330.46
03032015,01,26.96,29.53,364.12
03032015,02,27.14,29.51,379.04
03032015,03,26.96,29.45,437.64
03032015,04,27.14,29.39,491.91
03032015,05,26.60,29.38,504.66
03032015,06,25.52,29.35,531.28
03032015,07,25.34,29.28,597.38
03032015,08,26.96,29.23,646.61
03032015,09,28.94,29.15,716.00
03032015,10,30.02,29.06,805.94
03032015,11,31.28,29.00,859.68
03032015,12,33.26,28.98,886.02
03032015,13,34.52,28.92,939.89
03032015,14,35.60,28.91,954.21
03032015,15,36.50,28.91,950.84
03032015,16,36.14,28.95,916.03
03032015,17,35.60,28.96,894.43
03032015,18,35.06,29.00,866.96
03032015,19,35.06,29.03,838.95
03032015,20,34.70,29.06,805.66
03032015,21,34.52,29.08,785.53
03032015,22,33.62,29.10,763.73
03032015,23,33.08,29.12,743.90
03042015,00,32.72,29.13,743.07
03042015,01,32.54,29.15,722.13
03042015,02,32.72,29.15,721.02
03042015,03,32.54,29.15,722.97
03042015,04,32.36,29.17,705.40
03042015,05,32.18,29.20,673.07
03042015,06,30.20,29.24,633.25
03042015,07,28.58,29.28,602.38
03042015,08,28.94,29.29,584.87
03042015,09,29.30,29.31,573.48
03042015,10,30.20,29.32,562.92
03042015,11,29.84,29.35,535.44
03042015,12,28.58,29.37,518.25
03042015,13,27.50,29.38,504.38
03042015,14,24.80,29.40,486.65
03042015,15,25.16,29.43,460.06
03042015,16,23.18,29.44,447.60
03042015,17,21.02,29.46,428.23
03042015,18,19.22,29.49,402.52
03042015,19,18.32,29.51,384.28
03042015,20,17.78,29.53,365.51
03042015,21,18.50,29.57,320.53
03042015,22,18.14,29.57,325.22
03042015,23,18.14,29.60,295.73
03052015,00,16.16,29.61,294.07
03052015,01,14.18,29.62,278.37
03052015,02,12.56,29.62,276.45
03052015,03,10.58,29.62,277.82
03052015,04,8.96,29.63,265.16
03052015,05,8.78,29.66,240.12
03052015,06,9.32,29.69,214.54
03052015,07,10.04,29.67,231.59
03052015,08,12.56,29.71,195.03
03052015,09,18.50,29.71,193.39
03052015,10,22.28,29.70,204.38
03052015,11,25.34,29.71,198.88
03052015,12,24.62,29.72,184.32
03052015,13,25.88,29.70,199.98
03052015,14,27.68,29.71,202.18
03052015,15,25.70,29.73,177.73
03052015,16,21.38,29.76,147.27
03052015,17,19.22,29.77,136.30
03052015,18,17.24,29.79,120.40
03052015,19,15.26,29.81,105.60
03052015,20,12.02,29.82,96.83
03052015,21,8.96,29.83,82.32
03052015,22,7.16,29.83,80.13
03052015,23,5.18,29.83,88.07
03062015,00,4.46,29.83,83.96
03062015,01,5.54,29.82,95.73
03062015,02,5.72,29.81,100.94
03062015,03,5.18,29.79,115.74
03062015,04,4.10,29.79,117.65
03062015,05,3.56,29.80,109.43
03062015,06,3.20,29.79,124.23
03062015,07,9.32,29.73,175.26
03062015,08,13.46,29.74,162.91
03062015,09,18.14,29.73,181.85
03062015,10,21.20,29.69,213.17
03062015,11,21.38,29.67,235.72
03062015,12,23.72,29.64,261.03
03062015,13,24.98,29.59,307.85
03062015,14,28.04,29.54,350.88
03062015,15,28.94,29.52,373.24
03062015,16,28.04,29.50,392.02
03062015,17,26.96,29.49,399.20
03062015,18,24.80,29.49,398.38
03062015,19,24.08,29.49,401.42
03062015,20,23.54,29.47,414.13
03062015,21,22.46,29.47,413.58
03062015,22,22.10,29.47,418.55
03062015,23,21.74,29.45,436.81
03072015,00,22.46,29.43,460.89
03072015,01,22.10,29.42,464.49
03072015,02,21.38,29.40,486.37
03072015,03,19.40,29.37,515.20
03072015,04,18.32,29.37,515.75
03072015,05,18.32,29.36,524.90
